GlobalEventID,actor_key,actor_name,month,article_actor_weight,conflict_relevance,event_context,event_modality,matched_actor_role,event_time_relation,any_matched_actor_mentioned,any_physical_violence_mentioned,any_fatalities_mentioned,any_injuries_mentioned,any_weapon_mentioned,physical_violence_occurred,fatalities_present,injuries_present,weapon_use_class,multiple_events_mentioned,main_story_confidence,date
1042298159,303,Taleban,2022-05,1.0,direct,CIV,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,no,salw,yes,high,2022-05-02
1042298324,303,Taleban,2022-05,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,yes,yes,yes,no,yes,not_applicable,not_applicable,not_applicable,not_applicable,no,unclear,2022-05-02
1042328338,303,Taleban,2022-05,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,no,high,2022-05-02
1042357568,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,medium,2022-05-03
1042364976,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,unclear,yes,yes,no,unclear,no,high,2022-05-03
1042400478,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,unclear,no,no,no,no,none_used,yes,medium,2022-05-03
1042408043,209,Hamas,2022-05,1.0,direct,CBT,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,not_applicable,yes,low,2022-05-03
1042423099,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,high,2022-05-03
1043611621,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-03
1042363961,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-03
1042386174,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,yes,no,no,no,none_used,yes,high,2022-05-03
1042424550,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,no,no,none_used,yes,medium,2022-05-03
1042518083,303,Taleban,2022-05,1.0,background_or_context,POL,realized,perpetrator,historical_background,yes,no,no,no,no,no,no,no,none_used,no,medium,2022-05-03
1042391037,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,background_or_context,CBT,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,unclear,no,high,2022-05-03
1042424074,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,low,2022-05-03
1042496085,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,background_or_context,POL,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-03
1042620638,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2022-05-04
1042639392,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2022-05-04
1042651128,209,Hamas,2022-05,1.0,direct,CIV,realized,perpetrator,historical_background,yes,yes,yes,no,yes,yes,yes,no,salw,no,medium,2022-05-04
1042662810,209,Hamas,2022-05,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,yes,yes,no,yes,not_applicable,not_applicable,not_applicable,not_applicable,yes,medium,2022-05-04
1100130945,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-05-04
1042542818,303,Taleban,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,mixed,yes,medium,2022-05-04
1042621112,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-05-04
1042680656,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-04
1042682371,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2022-05-04
1042750826,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,salw,yes,high,2022-05-05
1042783010,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-05-05
1042793129,209,Hamas,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,mixed,yes,high,2022-05-05
1042796578,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,no,medium,2022-05-05
1042798603,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,medium,2022-05-05
1042874106,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,medium,2022-05-05
1042889393,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2022-05-05
1042722232,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-05
1042726714,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-05
1042736492,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-05
1042784571,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-05
1042829478,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-05
1042912176,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-06
1042916064,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,medium,2022-05-06
1042933462,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-05-06
1042937868,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-05-06
1042939564,209,Hamas,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,no,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,medium,2022-05-06
1042947421,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-06
1042948959,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,none_used,yes,medium,2022-05-06
1042956196,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,unclear,no,low,2022-05-06
1042957780,209,Hamas,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-06
1042960174,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,unclear,no,no,no,none_used,yes,medium,2022-05-06
1042979105,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-05-06
1043014802,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-05-06
1043017904,209,Hamas,2022-05,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,no,unclear,no,yes,no,unclear,none_used,yes,medium,2022-05-06
1043070970,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2022-05-06
1042962705,303,Taleban,2022-05,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,yes,no,unclear,no,no,no,no,none_used,unclear,low,2022-05-06
1042991907,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-06
1042993351,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-05-06
1043070036,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,background_or_context,POL,realized,not_applicable,historical_background,no,yes,yes,no,unclear,no,no,no,none_used,yes,medium,2022-05-06
1043132347,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2022-05-07
1043174217,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2022-05-07
1043123121,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,unclear,no,no,no,no,no,no,none_used,yes,high,2022-05-07
1043136498,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-07
1043136499,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2022-05-07
1043136962,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,none_used,yes,medium,2022-05-07
1043136964,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,no,high,2022-05-07
1043143296,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,medium,2022-05-07
1043163344,303,Taleban,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,unclear,no,no,no,no,no,none_used,yes,medium,2022-05-07
1043164180,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,no,no,yes,no,no,unclear,yes,medium,2022-05-07
1043172396,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,unclear,no,no,yes,unclear,no,unclear,yes,high,2022-05-07
1043183329,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,unclear,unclear,no,no,unclear,yes,medium,2022-05-07
1043184084,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,unclear,no,no,yes,unclear,no,unclear,yes,high,2022-05-07
1043242799,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-08
1043242801,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,no,yes,yes,no,no,no,no,no,none_used,no,high,2022-05-08
1043245196,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-05-08
1043281931,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-05-08
1043296299,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-08
1043210692,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-08
1043226071,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,unclear,no,yes,no,unclear,unclear,yes,medium,2022-05-08
1043236875,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-08
1043255125,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2022-05-08
1043275141,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,unclear,yes,medium,2022-05-08
1043287085,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-08
1043289296,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-05-08
1043260249,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,background_or_context,POL,realized,mentioned_only,unclear,yes,no,no,no,no,no,no,no,none_used,no,high,2022-05-08
1043376764,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2022-05-09
1043387277,209,Hamas,2022-05,1.0,background_or_context,POL,unclear,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,unclear,low,2022-05-09
1043411892,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2022-05-09
1043418367,209,Hamas,2022-05,1.0,direct,CBT,threatened,perpetrator,future_or_planned,yes,yes,yes,yes,yes,no,no,no,not_applicable,yes,medium,2022-05-09
1043429439,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2022-05-09
1043454945,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2022-05-09
1043464503,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-09
1043484920,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2022-05-09
1043357872,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,unclear,no,no,yes,unclear,no,unclear,yes,medium,2022-05-09
1043386888,303,Taleban,2022-05,1.0,direct,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-09
1043415643,303,Taleban,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,not_applicable,yes,low,2022-05-09
1043474492,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,no,medium,2022-05-09
1043521767,209,Hamas,2022-05,1.0,direct,CBT,threatened,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,salw,yes,medium,2022-05-10
1043546022,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-05-10
1043572994,209,Hamas,2022-05,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2022-05-10
1043609137,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,unclear,no,yes,no,no,no,none_used,yes,medium,2022-05-10
1043638327,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,no,yes,yes,yes,no,yes,mixed,yes,low,2022-05-10
1043640063,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2022-05-10
1043652587,209,Hamas,2022-05,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2022-05-10
1101403109,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2022-05-10
1101452282,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2022-05-10
1101492337,209,Hamas,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2022-05-10
1043491019,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-05-10
1043493740,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2022-05-10
1043499059,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,medium,2022-05-10
1043503896,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2022-05-10
1043524901,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-10
1043532380,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-10
1043535836,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-10
1043536537,303,Taleban,2022-05,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,yes,yes,yes,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2022-05-10
1043537727,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-10
1043545230,303,Taleban,2022-05,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,no,yes,no,no,no,no,no,not_applicable,yes,high,2022-05-10
1043545232,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-05-10
1043556635,303,Taleban,2022-05,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2022-05-10
1043631840,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,yes,yes,no,unclear,yes,medium,2022-05-10
1043662783,303,Taleban,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2022-05-10
1043777854,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2022-05-11
1043726286,303,Taleban,2022-05,1.0,direct,POL,realized,both,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,medium,2022-05-11
1043728310,303,Taleban,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,yes,unclear,unclear,no,unclear,unclear,yes,medium,2022-05-11
1043733842,303,Taleban,2022-05,1.0,direct,CBT,realized,target,historical_background,yes,yes,no,no,unclear,yes,no,no,unclear,yes,high,2022-05-11
1043736700,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2022-05-11
1043740037,303,Taleban,2022-05,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,low,2022-05-11
1043826178,303,Taleban,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,no,yes,no,no,none_used,yes,medium,2022-05-11
1043855655,303,Taleban,2022-05,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,medium,2022-05-11
1101722042,303,Taleban,2022-05,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,no,no,yes,no,no,none_used,yes,medium,2022-05-11
1043816920,group:farc_bloc,FARC / FARC dissidents,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,low,2022-05-11
1043893707,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2022-05-12
1043937839,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,no,high,2022-05-12
1043941003,209,Hamas,2022-05,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,no,yes,yes,no,no,no,none_used,yes,low,2022-05-12
1043959827,209,Hamas,2022-05,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2022-05-12
1043994737,209,Hamas,2022-05,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2022-05-12
1043997572,209,Hamas,2022-05,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,no,medium,2022-05-12
